MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
1.3724,42,9.25,2.944,620,4.465,33.653,-121.7875,2.2347
2.4293,29,7.148,1.704,449,4.103,36.3243,-115.7075,3.5031
1.5143,17,5.638,1.932,392,3.048,33.0267,-121.2871,2.181
1.1041,4,8.04,3.419,697,3.726,35.6479,-119.4926,1.338
3.5635,44,11.113,2.843,547,3.058,38.6093,-124.172,4.174
3.9732,45,6.821,2.032,788,3.317,34.0976,-121.4857,5.364
2.0375,29,7.293,1.687,480,4.268,38.5028,-123.1291,2.678
0.7441,4,7.492,2.529,609,2.653,41.7335,-123.3886,0.5
2.0686,10,4.769,1.61,2274,4.35,40.7099,-119.9701,2.3588
3.3065,25,5.962,1.34,908,3.932,35.8899,-121.588,3.9183
1.2976,31,5.841,1.369,435,3.675,36.5042,-122.7523,2.5728
2.9793,3,7.757,1.52,1236,4.24,36.4835,-119.1294,3.4865
2.6976,47,7.56,2.861,1442,5.667,40.6691,-116.2675,3.5387
3.6315,2,6.322,1.632,897,3.084,41.9414,-116.784,3.4903
2.8858,25,5.773,1.693,449,4.814,40.346,-121.867,3.1008
1.6711,49,4.702,1.324,1114,4.298,37.8021,-121.7371,2.5563
4.9445,6,6.461,2.258,498,3.361,33.425,-116.815,5.1866
2.5111,26,5.366,1.787,1306,4.019,41.5676,-118.6497,3.524
2.6814,8,5.243,1.732,589,3.176,40.6704,-116.7046,3.244
1.7047,35,7.917,2.054,578,3.463,40.4934,-124.4857,2.0272
2.1779,27,7.735,2.584,864,2.784,36.2223,-123.585,2.2634
1.7465,25,5.871,2.034,1346,3.076,36.7481,-116.0793,2.7544
2.4931,18,4.799,1.596,2173,3.934,33.6368,-115.5633,3.2401
6.3972,1,5.498,1.295,674,3.986,41.4098,-120.8939,5.2482
1.369,48,8.037,1.957,541,3.98,41.4607,-114.4375,3.0604
1.2131,39,7.157,2.769,441,4.087,34.9172,-121.3335,3.178
5.6722,3,5.89,2.34,317,3.783,39.1121,-115.152,4.27
2.4482,4,6.561,1.945,402,4.113,34.4332,-120.0721,2.6726
1.9454,41,4.405,1.306,748,4.369,36.233,-118.601,2.8051
4.572,37,4.351,1.34,1127,3.856,35.3726,-117.7456,5.1852
2.0081,51,10.11,3.326,423,3.492,36.2011,-123.1024,3.3923
6.7734,15,7.217,1.645,985,3.64,35.4352,-124.1103,5.5
3.8151,8,6.484,2.02,432,3.3,35.7803,-120.0186,4.2433
2.1298,38,5.979,1.485,459,4.223,40.0151,-122.8163,3.1432
7.9937,50,4.642,1.388,389,2.972,35.3503,-118.7362,5.5
2.008,19,8.037,2.056,1294,3.633,40.2396,-119.7368,2.3318
3.9395,47,5.187,1.388,1485,4.046,37.8953,-123.218,4.696
3.1571,26,7.536,2.329,461,3.217,39.9142,-117.5093,3.5837
5.2115,39,6.663,1.793,443,3.055,41.2295,-124.2848,5.1544
5.9343,10,6.412,1.571,908,2.723,33.815,-123.173,5.5
2.7621,38,5.032,1.875,1578,3.568,35.767,-117.1483,4.154
1.8651,14,5.044,1.24,1490,3.163,33.0278,-118.9575,3.1248
3.4212,49,7.038,1.298,548,4.239,36.3656,-121.5397,4.7459
1.937,41,6.589,2.164,606,2.993,34.7553,-122.6074,2.7378
7.4387,19,6.546,1.869,359,4.021,37.9309,-117.756,5.5
2.9103,30,6.883,2.055,545,3.095,39.9422,-122.3412,3.3864
2.2645,5,4.507,1.388,698,3.008,37.1205,-114.1616,2.7485
2.9812,31,8.077,2.936,338,3.137,35.6694,-115.3722,3.3926
1.386,7,6.028,2.37,506,4.371,33.9493,-123.1123,1.6973
1.6723,19,8.366,2.616,743,3.137,32.7549,-115.4789,2.9058
4.9541,31,4.453,1.074,311,4.416,38.9399,-120.8771,5.1593
1.9573,39,7.316,2.248,840,3.831,32.7902,-119.3552,3.2305
1.6105,24,7.301,2.405,1107,3.451,41.248,-123.0003,2.1469
3.5549,34,4.87,1.705,884,3.202,38.1452,-123.255,3.5671
4.9178,23,5.7,1.749,518,4.978,35.8563,-115.4123,5.1605
3.8942,48,5.261,1.431,1195,3.417,32.8982,-117.886,5.5
4.4728,45,7.806,1.988,1331,3.419,36.4281,-119.6652,5.5
1.8619,40,6.917,2.035,779,4.634,40.7393,-124.1203,2.3767
1.3352,6,9.24,2.079,716,4.765,41.7133,-114.8194,1.6941
5.7584,38,6.763,2.162,487,3.643,33.3068,-120.5511,5.5
2.3133,41,7.583,2.342,542,4.445,39.8828,-120.1252,2.9583
2.3979,36,8.37,2.583,1136,3.405,34.9544,-121.457,3.6689
5.2809,27,7.293,2.449,1676,5.261,36.1047,-115.1415,5.5
3.5899,11,5.994,2.233,540,3.091,37.7029,-120.8819,3.5995
3.4142,5,5.777,1.713,610,3.264,41.9499,-122.6704,2.8944
8.0245,17,6.376,1.937,481,4.534,34.4837,-119.2441,5.5
1.9704,7,7.692,2.165,536,3.565,33.7397,-116.2943,2.5688
4.3229,27,5.561,1.822,354,4.577,38.1523,-120.6009,5.0044
2.7969,47,7.45,2.232,824,3.476,40.604,-117.6535,4.2248
3.109,15,6.937,2.482,352,4.101,38.6581,-121.3056,3.3256
5.8371,46,5.077,1.811,505,3.366,35.802,-116.9425,5.5
3.504,13,7.371,2.328,645,3.677,41.7813,-117.4784,3.2928
3.5578,11,6.677,1.976,344,3.104,41.9528,-117.3521,3.8134
4.6471,45,5.799,1.661,451,3.692,39.8212,-117.718,5.5
2.2649,26,6.656,2.157,378,3.281,40.123,-122.8587,2.5344
1.7867,22,5.844,1.894,1152,5.114,39.728,-115.1761,1.7718
1.6122,28,6.827,1.955,1356,3.549,34.9478,-118.3496,2.6103
1.017,24,6.261,1.969,448,3.139,33.9275,-120.4849,2.3439
7.5997,29,4.832,1.263,2648,4.122,37.7664,-122.6905,5.5
1.5658,9,6.3,2.032,416,3.135,41.5644,-116.2724,1.8727
2.4336,42,5.924,1.573,538,4.239,40.8438,-119.155,3.129
2.3669,4,7.423,2.513,851,3.431,33.5152,-122.9534,2.2418
3.1699,49,7.835,2.227,892,3.698,33.0414,-114.8251,4.874
4.0872,46,5.847,2.243,567,3.617,40.8008,-123.3861,3.9232
4.1797,18,5.537,1.672,1149,3.584,38.3236,-118.9957,4.1945
2.0309,43,4.707,1.468,1211,3.752,35.391,-118.0889,3.5523
2.5004,16,5.511,1.268,662,3.381,37.8368,-114.0107,2.9478
3.1308,33,6.067,2.247,617,3.185,34.6059,-123.0204,3.2241
2.4004,29,4.999,1.49,490,3.739,41.496,-118.0576,3.1793
6.0719,39,7.859,3.041,395,3.51,40.3584,-119.4945,5.5
3.4746,10,6.848,2.071,445,3.105,41.6413,-121.8003,3.9124
3.9253,9,6.323,1.829,873,4.074,34.277,-114.6068,4.21
3.7865,31,6.459,1.773,665,3.709,40.5149,-116.1961,4.0826
4.8878,28,6.913,2.296,588,3.187,37.8227,-116.3409,4.8028
2.9758,3,7.419,2.419,499,3.592,35.5874,-115.0585,2.7194
1.4213,14,7.713,1.799,505,3.641,37.0568,-116.887,2.2681
3.3196,25,6.085,1.652,650,3.212,41.4716,-119.1792,3.249
1.9627,15,6.295,2.116,625,6.117,39.0688,-120.3889,2.2739
2.0869,2,6.72,1.8,664,3.714,35.9192,-117.1066,2.5406
3.6444,24,6.243,1.618,532,3.601,41.999,-118.1705,4.2588
5.0488,14,7.822,2.423,475,5.425,35.7846,-118.7998,5.125
2.7473,48,8.477,2.58,667,3.978,40.2303,-118.3149,3.7791
3.1722,7,6.969,1.929,920,4.462,39.9516,-117.6189,2.9445
6.3669,36,5.413,2.102,515,3.77,39.3678,-114.3286,5.5
3.066,50,7.22,2.112,201,3.753,38.8596,-116.5918,4.118
9.9826,24,7.028,1.664,335,3.291,33.5323,-122.6475,5.5
3.6066,27,5.328,1.167,1138,4.107,41.9521,-119.5989,4.2719
1.1271,37,7.027,2.467,1093,4.934,34.0299,-117.3785,2.8878
3.9617,38,5.807,1.423,919,4.726,38.1633,-122.6556,4.0854
3.289,30,7.606,2.293,859,3.134,34.8669,-114.7066,4.3469
5.1804,27,7.207,1.847,1106,4.943,34.1034,-123.6912,5.1818
3.806,39,6.792,2.003,560,3.304,37.8149,-118.0847,4.4504
2.5365,15,6.534,2.074,712,3.252,40.4453,-114.2527,2.7531
1.4738,26,4.363,1.011,452,3.277,36.081,-116.8574,2.9324
2.4485,1,5.113,1.418,609,3.514,33.2331,-117.3888,3.5394
1.7767,4,6.309,1.68,1716,2.847,38.4257,-114.0271,2.6898
2.0335,29,9.07,2.283,439,3.747,39.7811,-116.1861,2.3227
3.6484,1,7.309,2.055,371,3.581,35.3128,-114.3119,3.1164
6.2648,43,9.723,2.614,603,3.741,39.0606,-117.1616,5.5
3.3113,50,6.595,2.266,544,3.462,33.22,-117.5127,4.3875
1.4949,46,6.44,1.702,759,2.977,35.9336,-116.493,3.8319
3.395,22,8.873,2.862,988,3.58,37.0042,-122.5181,3.7165
4.9447,11,6.273,2.012,551,4.47,39.9287,-116.0393,4.4259
2.0039,10,5.334,1.2,1907,3.221,35.7123,-114.3135,2.5568
2.5421,17,6.928,1.903,1230,3.281,36.8101,-118.0777,3.4738
2.7383,36,8.276,2.437,454,3.977,38.4694,-124.3703,2.5267
1.8359,47,5.498,1.722,639,3.122,38.4288,-123.743,3.0065
3.759,26,7.348,2.118,866,3.844,37.4187,-122.0356,4.4609
2.5588,48,6.358,2.239,439,3.971,35.6205,-119.3435,3.219
3.3527,21,7.132,2.177,236,3.429,38.8643,-120.1556,3.7612
1.7441,13,6.924,2.231,1745,3.34,40.453,-114.2183,2.1921
2.1842,9,5.958,1.611,382,3.051,33.9612,-114.5713,2.9931
3.9008,11,6.341,2.048,1018,3.321,35.7344,-120.3764,4.2807
2.256,11,6.031,2.393,944,4.045,38.8531,-116.1597,2.0492
6.4461,6,6.644,2.168,442,4.214,39.6799,-117.8182,5.5
2.2259,1,5.477,1.945,1772,3.753,39.9239,-121.9471,2.387
3.0415,6,5.735,1.637,686,3.404,38.7061,-114.7226,2.5322
4.3332,13,5.958,2.063,712,3.758,37.0436,-121.7751,4.1911
1.3375,22,7.041,2.468,308,3.308,38.6351,-115.3614,2.0696
1.127,31,4.931,1.54,231,3.817,33.7829,-117.8048,2.5257
1.2677,22,6.34,1.878,589,4.156,34.4737,-117.9782,2.7375
5.1105,37,5.624,1.267,1272,3.477,41.3115,-115.6967,5.3757
2.0628,47,5.961,1.779,262,3.315,41.2606,-119.3097,2.9189
9.7679,27,5.676,1.863,715,3.466,39.3769,-115.5396,5.5
2.0501,50,6.751,1.767,692,4.379,35.6069,-118.7226,3.9872
2.9811,14,6.275,1.484,1237,5.751,38.664,-114.1612,3.0014
5.8771,47,7.548,2.303,1105,4.095,39.034,-117.5707,5.5
7.4116,5,7.056,2.198,713,3.679,37.3936,-120.5724,5.5
7.6198,36,4.826,1.123,634,3.237,39.611,-116.4847,5.5
4.9738,32,5.36,1.619,464,3.21,32.7821,-119.1461,5.1437
4.5359,34,6.255,1.967,375,3.961,34.9341,-116.0367,4.9713
3.6556,7,6.424,2.352,486,3.326,40.0473,-115.7486,3.3328
4.0116,42,5.45,1.505,382,4.335,41.4177,-118.0224,4.3674
2.0635,48,8.627,3.488,631,3.409,40.8228,-115.342,2.4799
1.8056,10,7.809,2.364,653,4.613,39.3067,-120.264,1.8603
2.7137,50,4.736,1.136,579,3.505,34.0722,-123.8975,4.0381
2.4965,17,6.971,1.976,702,4.41,36.0028,-117.5422,3.5518
2.1671,30,6.421,1.569,528,4.11,32.977,-116.4733,3.8189
3.8505,21,8.509,2.482,1013,4.22,38.5787,-123.7356,3.8328
4.3826,13,4.798,1.552,745,3.681,36.7737,-116.4054,4.8518
2.8411,1,10.314,3.233,522,3.38,37.9436,-117.7888,3.103
5.6903,1,5.48,1.334,371,4.326,41.8039,-123.2777,5.1613
1.536,47,7.021,1.666,638,4.891,36.3214,-118.8306,3.2167
2.4674,33,5.736,1.841,1176,3.224,35.4137,-123.3582,3.2256
1.8995,38,6.003,1.994,893,3.99,33.9307,-121.123,2.465
1.069,25,4.7,1.295,971,3.987,33.8643,-116.0582,2.309
2.6082,26,8.418,1.457,955,3.81,37.4264,-123.4417,3.1004
2.5577,13,6.133,1.485,1221,4.619,39.6177,-119.6764,2.7477
5.7934,28,6.219,2.172,1023,3.328,37.8624,-118.14,5.5
3.7263,33,10.969,2.886,716,4.386,40.7963,-114.6246,4.1751
1.6289,37,7.976,2.254,542,3.572,35.5008,-116.7587,3.303
6.8692,41,5.667,1.857,1030,2.704,38.1529,-123.0379,5.5
5.0054,30,5.732,1.632,198,3.031,38.7818,-114.3269,4.7596
3.6366,49,6.845,2.532,1253,3.738,35.1666,-119.4814,5.2957
2.4272,48,7.648,2.151,939,4.47,36.2649,-120.618,3.5369
1.6825,8,9.582,2.462,1509,4.375,38.1139,-123.1485,2.3448
2.2567,49,4.766,1.712,380,3.776,32.6988,-114.6984,3.8446
4.685,47,7.574,2.29,1189,3.162,40.9228,-118.3448,4.8782
6.9747,1,7.849,1.932,926,3.135,33.5551,-114.1261,5.5
5.8804,12,5.537,1.792,490,3.957,32.9518,-122.6744,5.5
2.1288,5,6.023,1.718,621,3.695,34.5428,-118.7687,2.8141
1.553,24,4.748,1.152,599,4.301,37.272,-123.3462,2.936
2.9167,6,5.856,1.785,554,3.544,35.6226,-118.9951,3.4393
1.1227,25,6.805,1.988,338,3.329,36.6814,-115.1572,2.2324
3.195,1,9.23,1.99,1196,3.571,33.3006,-123.3521,4.034
2.5249,25,9.433,2.33,414,3.711,34.7145,-121.6687,2.988
2.1533,1,5.291,2.081,393,2.81,33.4278,-117.3348,2.599
1.2246,32,8.94,2.718,1211,3.988,34.6822,-123.699,1.9253
3.5142,42,4.497,1.652,329,3.797,39.1814,-119.7332,4.1396
2.0827,42,5.76,1.817,571,4.285,37.9653,-121.0029,3.4039
1.5144,3,6.094,2.205,404,4.177,35.6727,-115.6994,1.5364
0.6465,49,6.833,2.24,1507,4.376,34.9817,-123.9847,1.5458
2.6811,19,6.627,1.675,1178,4.804,41.9765,-115.4343,2.8991
6.5938,43,7.001,2.313,441,3.795,39.7947,-117.1119,5.5
6.2378,29,6.242,1.575,404,2.748,40.3094,-121.3795,5.5
2.1629,50,7.977,2.764,976,4.229,32.7505,-122.4234,2.9199
2.0115,2,7.515,2.336,826,4.455,33.0661,-114.5231,2.7768
3.4363,9,6.109,1.838,557,3.597,39.2698,-118.684,3.4534
1.6501,17,7.77,2.161,532,2.816,34.3224,-120.8798,2.8399
3.161,46,10.336,3.513,591,4.347,36.5437,-124.0331,4.1034
3.987,36,5.662,1.654,1044,3.708,34.2496,-122.7593,4.7774
5.0202,17,9.408,1.924,1458,3.081,34.1822,-118.2193,5.5
2.5855,49,5.762,1.235,1654,3.577,33.5362,-119.1123,4.0526
2.4551,12,8.842,2.091,460,3.716,38.1455,-116.5451,2.8326
1.7524,20,5.805,1.969,684,3.577,39.5234,-115.7342,2.2958
1.7978,50,7.639,2.62,1302,3.457,33.04,-120.3297,3.6531
2.4273,3,6.73,2.128,430,4.288,35.1177,-123.4402,2.2853
3.2664,43,4.623,1.46,472,4.562,38.7545,-116.1889,3.6894
4.2922,50,9.962,3.709,990,5.0,36.227,-118.6857,5.1825
1.8192,4,5.426,1.721,526,3.224,39.1943,-114.2122,1.6738
5.7336,17,5.062,1.68,318,4.526,39.7127,-116.1383,5.3436
2.3737,50,5.699,1.707,439,3.824,32.8068,-121.0447,3.3433
2.6894,37,11.577,3.206,1091,3.93,36.1182,-120.0009,3.875
1.8709,46,5.077,1.452,753,4.466,39.4268,-122.0265,2.6044
0.8089,42,6.728,2.708,304,3.691,36.095,-119.124,2.13
4.2292,15,5.2,1.277,490,3.621,32.5554,-117.0374,4.928
3.9291,33,5.369,1.695,1654,3.366,35.6949,-118.0689,4.8894
2.3616,16,4.774,1.07,642,3.153,40.7902,-120.9081,2.8045
2.8109,11,6.926,1.866,588,3.395,41.5434,-115.8554,2.6824
3.5183,20,6.27,2.124,667,3.813,37.8249,-123.3969,3.3221
1.2445,38,5.192,1.088,736,3.691,35.4104,-123.0032,2.1139
2.0865,24,7.824,2.701,547,3.519,36.9276,-120.2563,2.6985
4.0436,16,8.011,3.224,1300,3.535,34.7439,-117.1264,4.5292
1.4519,30,7.064,2.248,525,4.354,34.0972,-117.2111,2.8992
3.148,34,8.367,3.038,1093,3.815,37.1886,-120.6515,4.197
1.3795,1,6.036,1.886,1654,3.228,39.4985,-117.1856,1.9447
3.4322,24,6.937,2.328,803,3.75,34.6134,-123.8638,3.5816
2.6703,24,6.041,1.949,393,4.075,41.1406,-121.4548,3.4853
1.2122,9,4.851,1.332,730,4.291,34.0982,-117.2154,2.0166
4.8665,22,6.786,1.832,501,4.043,37.8049,-122.5676,4.8173
1.8827,12,6.7,2.406,1042,4.221,39.8756,-122.2665,2.2539
1.8128,17,6.441,1.919,737,4.008,34.5272,-123.5877,2.5128
3.005,25,7.014,2.054,626,2.82,35.3162,-120.6731,3.1499
4.8275,28,8.845,2.582,401,3.633,32.9891,-115.8383,5.5
1.6357,15,6.215,1.96,262,3.67,41.4675,-115.7182,1.7025
2.8034,30,5.363,1.291,443,5.087,37.1262,-115.4452,3.1488
3.3683,51,6.161,1.792,921,4.164,33.1109,-124.1146,3.7095
3.8442,27,6.301,1.988,1201,3.565,40.3862,-114.0684,3.9936
2.969,22,8.02,1.893,569,3.329,37.9088,-119.2223,3.5354
2.2625,10,6.627,2.058,414,3.538,33.0252,-115.3364,2.8881
1.7972,31,5.176,1.32,731,3.312,36.7835,-114.9963,2.4986
2.8379,27,7.707,2.432,938,5.204,36.6268,-119.0978,4.5306
1.5903,12,7.439,3.034,981,3.71,33.8878,-123.9636,1.7676
0.6309,46,6.628,1.948,733,4.206,36.4935,-118.2266,2.6467
3.3814,31,7.956,1.958,1872,4.013,35.1867,-120.992,4.6493
4.2715,32,8.263,2.577,1254,4.1,39.1494,-122.3289,4.6995
0.834,32,6.002,1.943,360,3.279,32.5522,-122.5837,1.596
1.6407,41,5.421,1.372,319,4.552,33.5106,-118.6277,3.7571
3.7046,45,6.466,1.384,377,3.671,41.2272,-123.403,4.274
7.6046,35,7.264,1.84,1192,4.67,36.6167,-115.8727,5.5
2.7467,46,6.342,1.887,282,3.96,34.1737,-122.1134,3.7708
1.8889,21,5.332,1.478,836,4.86,40.0357,-118.7324,2.3828
2.4807,10,6.706,2.373,610,4.065,40.5901,-123.1827,2.2746
5.4056,16,4.435,1.445,356,3.619,34.5065,-115.4739,4.9745
1.968,7,6.066,1.851,753,4.601,39.2792,-117.2331,2.2778
1.8229,4,7.785,1.656,608,3.795,38.3438,-122.3315,2.3711
2.1353,27,7.88,2.613,995,4.027,39.578,-116.9847,2.5535
1.6876,25,3.451,1.377,294,3.767,39.985,-123.6295,1.8732
2.8902,31,6.23,2.138,425,3.44,38.7789,-116.3917,2.8938
6.1248,11,7.364,1.967,429,3.633,41.5841,-119.3514,5.5
3.1948,48,5.149,1.51,925,4.134,40.7102,-123.2381,4.1789
2.3961,20,6.008,1.94,590,4.302,34.6752,-118.72,3.3347
2.3492,36,8.439,3.117,1200,2.815,41.1789,-122.3909,2.9243
1.2441,17,5.876,1.555,544,3.898,35.9162,-117.4359,2.3796
4.2273,45,9.24,2.557,742,3.676,39.4021,-117.0595,5.1654
2.6145,11,5.588,1.664,1397,3.067,40.5561,-116.5112,2.9505
2.4837,30,8.841,2.595,274,4.227,36.6455,-115.1039,3.4663
13.4174,35,6.527,2.217,674,4.901,32.9893,-117.6231,5.5
3.1562,41,5.444,1.704,654,4.656,41.5218,-119.3364,3.8273
1.8666,38,8.848,2.036,448,2.705,33.1886,-115.5306,3.4972
2.1964,22,5.121,1.368,612,3.901,35.807,-115.0516,3.1174
4.827,43,5.53,1.485,777,3.387,38.1662,-116.2916,5.1722
2.8767,48,7.191,1.361,458,3.485,33.6166,-114.6045,3.7235
1.3243,51,6.592,2.284,683,3.585,40.463,-114.2159,2.2775
4.3043,27,6.866,2.105,399,2.743,34.4325,-121.8612,5.3384
1.9463,37,6.013,1.641,600,2.801,41.867,-122.5712,2.8171
6.9355,46,5.127,1.77,1058,3.765,41.2061,-119.7898,5.5
4.6647,49,5.685,1.791,1083,3.856,38.2433,-114.0323,4.8233
2.1735,35,8.66,2.041,1195,3.614,38.7701,-123.571,3.1184
5.1578,4,5.001,1.653,632,3.118,37.5693,-117.0241,4.5859
2.8121,16,9.34,3.443,564,3.507,36.2155,-115.5662,3.1138
4.1636,16,6.927,2.03,961,4.629,35.8412,-114.0373,4.1287
3.4638,21,5.747,1.705,1192,3.528,40.9707,-117.993,3.9068
1.7804,26,4.458,1.361,693,3.458,37.9779,-120.509,2.4991
1.9704,36,4.557,1.09,1416,4.481,40.3213,-122.7518,2.8824
4.5493,19,6.028,1.851,948,3.603,37.3837,-114.1915,4.841
2.2993,17,5.884,1.503,499,4.115,35.4167,-114.7959,3.269
2.2215,45,6.643,1.991,531,3.981,33.3717,-116.0526,4.4651
1.6861,26,9.506,2.931,651,3.274,35.5751,-114.5904,2.3622
3.3595,22,7.266,2.373,303,3.23,40.8611,-123.861,3.1481
7.6237,28,6.312,2.073,504,3.076,39.2636,-117.8693,5.5
1.594,1,8.456,2.145,1176,3.221,39.9654,-121.6146,1.287
2.7514,44,6.689,2.069,1303,4.207,39.8476,-116.4613,3.6403
5.5075,36,9.242,3.214,767,3.306,33.6397,-123.495,5.5
2.6122,43,5.663,1.372,834,3.644,34.0092,-121.7834,4.196
3.4082,37,5.176,2.004,569,3.569,35.5138,-115.5724,4.3683
1.5981,2,4.459,1.121,482,3.933,35.3598,-116.6308,2.3588
3.3674,17,6.342,2.419,884,3.069,33.1278,-114.0838,3.7346
2.4755,40,5.094,1.285,533,4.386,33.958,-117.7382,3.8062
4.4498,38,5.081,1.51,1548,4.623,40.6342,-121.3177,4.6811
4.9219,21,8.112,2.355,815,3.705,38.0959,-118.7472,5.212
9.9223,9,4.673,1.083,831,2.737,35.7517,-114.5884,5.5
3.6321,13,6.623,2.218,391,3.289,37.5015,-117.6565,3.8881
3.1992,11,6.371,2.15,208,3.896,34.9825,-115.2443,3.4774
2.9957,16,6.607,2.187,830,3.928,38.0465,-124.2597,3.0098
2.2783,16,8.789,2.527,518,3.582,33.209,-120.6197,3.2937
3.2196,2,5.498,1.457,1087,4.388,41.0752,-114.6793,2.1439
2.345,42,8.79,3.12,421,3.422,34.7842,-124.0875,3.1974
2.9572,44,4.643,1.442,509,4.31,40.2812,-119.0494,3.6966
5.253,8,7.448,1.953,1164,3.719,38.77,-120.8614,5.2199
1.6433,43,8.979,2.79,827,3.427,37.4686,-117.7149,2.9756
4.8064,42,3.328,0.72,403,4.147,41.3331,-122.7967,4.245
5.2517,13,6.434,1.965,676,3.695,33.9897,-117.6403,5.1139
2.5625,17,6.327,2.106,1723,4.246,33.6331,-114.0857,2.4922
0.9409,39,6.579,1.915,714,5.861,35.5577,-121.6528,2.2967
2.0059,24,9.489,3.184,617,3.255,40.3871,-119.655,2.0545
5.1992,3,5.564,1.895,1040,4.242,32.8344,-124.1882,5.0018
2.6874,30,5.141,1.613,793,4.088,34.7744,-119.9425,3.4824
1.6493,13,6.589,2.559,1368,4.88,36.5347,-120.2371,1.986
2.112,19,8.28,3.044,970,4.264,39.2729,-118.5706,3.0141
4.1384,7,7.299,2.419,1046,4.723,35.3435,-121.8039,4.0683
3.5729,9,6.528,2.074,1402,3.233,36.7571,-121.0491,3.3155
2.4122,19,6.184,1.776,572,3.106,35.7001,-118.0961,3.4317
2.2628,45,4.454,1.192,493,3.252,33.3746,-114.961,3.8498
2.2347,40,7.343,2.496,339,3.634,39.5174,-122.0304,2.6613
1.7139,22,7.538,2.186,598,4.584,36.8831,-117.3867,3.1148
6.0963,18,5.641,1.406,345,4.748,40.2189,-118.9992,5.2932
2.3137,23,5.898,1.533,798,3.527,39.0996,-123.4016,2.0604
4.9957,2,5.272,1.405,489,3.658,33.0492,-118.563,5.5
5.8163,50,7.815,3.03,1076,3.15,37.2507,-117.0575,5.5
4.4779,50,6.016,2.06,981,3.758,41.9131,-118.2183,4.6612
2.1906,11,6.285,1.896,547,3.613,35.4248,-123.4037,2.3328
3.3263,31,7.413,2.377,1083,3.614,37.1831,-115.5273,3.6161
2.6856,33,6.944,2.267,716,4.442,38.6943,-124.0695,3.2311
1.73,14,7.307,1.875,274,3.948,34.4215,-122.022,2.2874
3.1969,16,6.723,1.624,405,3.093,39.1738,-118.035,3.3278
1.5075,11,6.755,2.382,463,2.632,38.7679,-122.2109,1.6991
4.9226,33,6.741,1.567,668,4.036,36.0621,-123.4311,4.9023
2.1548,7,7.134,2.134,536,3.848,35.2022,-119.1249,2.7826
3.0059,31,7.209,1.903,510,3.932,41.2315,-116.9142,3.1993
3.1319,48,5.104,1.587,889,3.848,33.7067,-120.1871,4.3159
2.3882,46,5.747,1.651,985,3.162,36.6043,-117.1662,3.7046
3.645,47,6.216,2.031,488,3.617,39.7863,-115.4631,4.7675
2.1437,14,7.132,1.315,434,3.557,33.9073,-114.4326,3.3949
4.2024,28,9.237,3.289,1251,3.674,41.3628,-122.0507,4.1475
1.3868,43,5.511,1.856,2599,4.24,37.4994,-118.1437,2.75
2.8956,16,7.833,2.746,415,3.422,37.2957,-121.6978,2.9451
7.1668,19,5.778,1.993,1038,3.157,36.5306,-115.3554,5.5
1.6484,17,8.761,2.766,620,4.554,40.7408,-115.152,1.6349
1.937,26,9.954,2.667,932,3.349,41.5102,-121.1173,2.4287
3.5147,6,4.653,1.498,413,4.423,36.1106,-117.7239,3.6532
2.9737,43,6.064,1.907,355,5.18,37.6527,-115.1794,3.5696
3.2392,49,4.214,1.449,379,4.675,35.4965,-119.1622,4.3259
3.4715,9,4.699,1.556,501,4.105,35.9962,-116.9351,3.9226
3.7336,50,4.75,1.447,591,3.613,32.7692,-116.091,5.0981
4.7344,17,7.404,2.382,1066,4.263,39.9664,-115.3451,4.63
3.3365,31,7.109,2.318,438,3.706,41.7087,-119.0903,4.1234
2.4094,12,7.699,2.729,483,4.608,39.8105,-114.6108,2.5014
3.8049,23,7.378,2.854,1882,4.089,37.423,-117.896,4.2025
7.0283,5,7.184,2.37,683,3.932,40.3613,-122.9069,5.5
2.5439,43,6.635,2.165,767,3.745,40.6499,-118.0692,3.6505
1.6699,36,6.309,1.822,965,3.462,37.673,-121.366,2.5587
4.7282,36,8.085,2.287,511,3.717,41.403,-120.5931,4.9785
2.5595,3,6.498,1.714,659,3.882,32.7866,-116.007,3.1612
0.9173,24,7.246,1.015,566,3.582,32.5959,-114.2799,1.4897
4.1525,17,4.228,1.091,638,3.885,33.2739,-115.3665,4.0569
2.0799,39,5.15,1.501,1013,4.311,33.0496,-121.0791,3.4434
2.598,26,8.014,2.281,932,3.873,36.5338,-119.7366,3.5337
3.2091,4,5.667,1.83,212,3.443,41.4331,-114.1733,2.0007
2.9899,45,4.949,1.286,1095,2.567,38.9146,-114.8029,3.1073
3.8757,12,7.432,1.947,559,4.465,38.7648,-114.242,4.1844
2.1864,1,6.483,1.26,810,3.659,36.1564,-119.9544,2.9437
3.5133,21,5.967,1.931,542,3.829,37.5708,-116.0941,4.2006
2.3875,19,9.048,2.313,648,4.031,35.3897,-115.3522,2.8743
3.933,21,8.694,2.297,1283,4.031,37.4195,-124.0352,3.8708
3.6976,18,6.236,2.047,786,4.163,39.5933,-121.7061,4.1278
1.7028,43,7.566,1.936,1251,4.326,37.8076,-115.2234,2.9908
4.6786,3,4.29,1.368,648,4.162,36.4793,-120.4182,4.4144
2.0793,49,8.221,1.97,615,2.457,40.5268,-121.5745,3.1885
4.0716,44,5.235,1.565,669,3.941,35.2307,-121.6367,4.2677
